State,County,Obama,Romney,obama_rate,romney_rate
WI,Dodge,18745,25190,42.7,57.3
WI,Door,9338,8109,53.5,46.5
WI,Douglas,14855,7698,65.9,34.1
WI,Dunn,11303,10210,52.5,47.5
WI,Eau Claire,30618,23218,56.9,43.1
WI,Florence,952,1643,36.7,63.3
WI,Fond du Lac,22356,30329,42.4,57.6
WI,Forest,2421,2172,52.7,47.3
WI,Grant,13574,10255,57.0,43.0
WI,Green,11196,7848,58.8,41.2
WI,Green Lake,3790,5779,39.6,60.4
WI,Iowa,8099,4302,65.3,34.7
WI,Iron,1783,1788,49.9,50.1
WI,Jackson,5297,3900,57.6,42.4
WI,Jefferson,20136,23489,46.2,53.8
WI,Juneau,6237,5400,53.6,46.4
WI,Kenosha,44838,34942,56.2,43.8
WI,Kewaunee,5151,5746,47.3,52.7
WI,La Crosse,36632,25711,58.8,41.2
WI,Lafayette,4534,3313,57.8,42.2
WI,Langlade,4569,5810,44.0,56.0
WI,Lincoln,7543,7444,50.3,49.7
WI,Manitowoc,20382,21581,48.6,51.4
WI,Marathon,32330,36568,46.9,53.1
WI,Marinette,9868,10609,48.2,51.8
WI,Marquette,4112,3758,52.2,47.8
WI,Menominee,1191,179,86.9,13.1
WI,Milwaukee,328090,158430,67.4,32.6
WI,Monroe,9505,9637,49.7,50.3
WI,Oconto,8810,10691,45.2,54.8
WI,Oneida,10439,10905,48.9,51.1
WI,Outagamie,45565,47294,49.1,50.9
WI,Ozaukee,19075,35991,34.6,65.4
WI,Pepin,1875,1793,51.1,48.9
WI,Pierce,10213,10383,49.6,50.4
WI,Polk,10054,12075,45.4,54.6
WI,Portage,22052,16599,57.1,42.9
WI,Price,3882,3879,50.0,50.0
WI,Racine,52887,49173,51.8,48.2
WI,Richland,4964,3575,58.1,41.9
WI,Rock,49158,30492,61.7,38.3
WI,Rusk,3391,3673,48.0,52.0
WI,St. Croix,19874,25475,43.8,56.2
WI,Sauk,18718,12829,59.3,40.7
WI,Sawyer,4482,4436,50.3,49.7
WI,Shawano,8990,11017,44.9,55.1
WI,Sheboygan,28356,34282,45.3,54.7
WI,Taylor,3761,5597,40.2,59.8
WI,Trempealeau,7601,5703,57.1,42.9
WI,Vernon,8031,5935,57.5,42.5
WI,Vilas,5931,7735,43.4,56.6
WI,Walworth,22512,28962,43.7,56.3
WI,Washburn,4435,4692,48.6,51.4
WI,Washington,23136,54709,29.7,70.3
WI,Waukesha,77617,161567,32.5,67.5
WI,Waupaca,11565,13989,45.3,54.7
WI,Waushara,5330,6558,44.8,55.2
WI,Winnebago,45410,42073,51.9,48.1
WI,Wood,18546,19685,48.5,51.5
WV,West Virginia,234925,412406,36.3,63.7
WV,Barbour,1761,3804,31.6,68.4
WV,Berkeley,14122,21956,39.1,60.9
WV,Boone,2777,5414,33.9,66.1
WV,Braxton,1985,2692,42.4,57.6
WV,Brooke,3984,5014,44.3,55.7
WV,Cabell,13380,17779,42.9,57.1
WV,Calhoun,801,1288,38.3,61.7
WV,Clay,922,1957,32.0,68.0
WV,Doddridge,571,2108,21.3,78.7
WV,Fayette,5368,8304,39.3,60.7
WV,Gilmer,830,1580,34.4,65.6
WV,Grant,713,3775,15.9,84.1
WV,Greenbrier,4681,7873,37.3,62.7
WV,Hampshire,2294,5514,29.4,70.6
WV,Hancock,4571,7159,39.0,61.0
WV,Hardy,1477,3523,29.5,70.5
WV,Harrison,9660,15755,38.0,62.0
WV,Jackson,3824,7360,34.2,65.8
WV,Jefferson,10215,11090,47.9,52.1
WV,Kanawha,32190,41037,44.0,56.0
WV,Lewis,1719,4349,28.3,71.7
WV,Lincoln,2204,4336,33.7,66.3
WV,Logan,3461,8186,29.7,70.3
WV,Marion,8905,11981,42.6,57.4
WV,Marshall,3395,6208,35.4,64.6
WV,Mason,3738,5706,39.6,60.4
WV,McDowell,2086,3931,34.7,65.3
WV,Mercer,5416,15406,26.0,74.0
WV,Mineral,2836,7687,27.0,73.0
WV,Mingo,2421,6163,28.2,71.8
WV,Monongalia,13664,16672,45.0,55.0
WV,Monroe,1441,3571,28.8,71.2
WV,Morgan,2361,4508,34.4,65.6
WV,Nicholas,2635,5823,31.2,68.8
WV,Ohio,6623,10577,38.5,61.5
WV,Pendleton,1067,2087,33.8,66.2
WV,Pleasants,942,1805,34.3,65.7
WV,Pocahontas,1298,2167,37.5,62.5
WV,Preston,2916,7841,27.1,72.9
WV,Putnam,7198,15926,31.1,68.9
WV,Raleigh,7651,20375,27.3,72.7
WV,Randolph,3325,6150,35.1,64.9
WV,Ritchie,762,2889,20.9,79.1
WV,Roane,1928,2973,39.3,60.7
WV,Summers,1612,2968,35.2,64.8
WV,Taylor,1933,3827,33.6,66.4
WV,Tucker,876,2160,28.9,71.1
WV,Tyler,880,2291,27.8,72.2
WV,Upshur,2143,5878,26.7,73.3
WV,Wayne,4915,8673,36.2,63.8
WV,Webster,939,1708,35.5,64.5
WV,Wetzel,2194,3449,38.9,61.1
WV,Wirt,673,1422,32.1,67.9
WV,Wood,11067,21980,33.5,66.5
WV,Wyoming,1575,5751,21.5,78.5
WY,Wyoming,170265,68780,71.2,28.8
WY,Albany,7851,7445,51.3,48.7
WY,Big Horn,4269,868,83.1,16.9
WY,Campbell,14952,2163,87.4,12.6
WY,Carbon,4152,2109,66.3,33.7
WY,Converse,5043,1089,82.2,17.8
WY,Crook,3109,426,87.9,12.1
WY,Fremont,11072,5333,67.5,32.5
WY,Goshen,4178,1458,74.1,25.9
WY,Hot Springs,1894,523,78.4,21.6
WY,Johnson,3362,749,81.8,18.2
WY,Laramie,23247,13807,62.7,37.3
WY,Lincoln,7144,1287,84.7,15.3
WY,Natrona,22129,8960,71.2,28.8
WY,Niobrara,1022,200,83.6,16.4
WY,Park,11234,2927,79.3,20.7
WY,Platte,3136,1223,71.9,28.1
WY,Sheridan,10267,3618,73.9,26.1
WY,Sublette,3472,767,81.9,18.1
WY,Sweetwater,11427,4773,70.5,29.5
WY,Teton,4858,6211,43.9,56.1
WY,Uinta,6613,1628,80.2,19.8
WY,Washakie,3013,794,79.1,20.9
WY,Weston,2821,422,87.0,13.0
