Text,country_code ,followers_count,friends_count,link ,type,coordinates,City,State,posted_time,epoch_time,real_name ,statuses_count ,tweet_url ,
Cuba Releases US Prisoner Alan Gross 5 Years Later: A senior Obama administration official says Cuba has released… http://t.co/7w7Taz9ts7 ,United States,2879,8,http://twitter.com/SanFranciscoCP/statuses/545229473566576640,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075",San Francisco,CA,12/17/2014 14:50,1418827800,San Francisco CP,178845,http://sanfrancisco.cityandpress.com/node/8838776?utm_source=dlvr.it&utm_medium=twitter,
“Work like there is somebody working twenty-four hours a day to take it all away from you.” -        Mark Cuban ,United States,100,289,http://twitter.com/ddwoodring/statuses/545229627351134208,Polygon,"-75.160057, 40.368676; -75.160057, 40.4034039; -75.121583, 40.4034039; -75.121583, 40.368676",Plumsteadville,PA,12/17/2014 14:50,1418827800,Steeler Nation,4343,,
"#BREAKING US officials: US to start talks with #Cuba to normalize full diplomatic relations, open embassy. ",United States,1248,1217,http://twitter.com/PhillyNewsGuy/statuses/545229466856095744,Polygon,"-75.280284, 39.871811; -75.280284, 40.13792; -74.955712, 40.13792; -74.955712, 39.871811",Philadelphia,PA,12/17/2014 14:50,1418827800,Joshua Crompton,15199,,
AP sources: American Alan Gross released from Cuba after 5 years in prison: American Alan Gross has been released… http://t.co/FplNtEsNQZ ,United States,1163,11,http://twitter.com/WashingtonCP/statuses/545229779897552898,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 14:51,1418827860,Washington CP,111251,http://washington.cityandpress.com/node/8838647?utm_source=dlvr.it&utm_medium=twitter,
Looks like we are finally going to forgive Cuba Gooding Jr. For Boat Trip and Snow Dogs.  #ThanksObama ,United States,299,459,http://twitter.com/theJoshBanks/statuses/545229700378161152,Polygon,"-78.818343, 35.7158045; -78.818343, 35.9718611; -78.497331, 35.9718611; -78.497331, 35.7158045",Raleigh,NC,12/17/2014 14:51,1418827860,Jos A. Banks,20982,,
"@LOLGOP @stphil Good question,let me guess,once Time mentiond tht Cuba's edu system is better than US,could it Bthe cause? RW fears edu most ",United States,1768,1806,http://twitter.com/AbuJafar51/statuses/545229916212428800,Polygon,"-81.507905, 28.3882177; -81.507905, 28.615139; -81.2276403, 28.615139; -81.2276403, 28.3882177",Orlando,FL,12/17/2014 14:51,1418827860,Abu Jafar,4132,,
I've been advocating for normalizing diplomatic relations with Cuba ever since I was their ambassador to my middle school's model UN ,United States,475,883,http://twitter.com/ChazDazzle/statuses/545229735459319808,Polygon,"-90.320464, 38.533149; -90.320464, 38.774349; -90.175132, 38.774349; -90.175132, 38.533149",St Louis,MO,12/17/2014 14:51,1418827860,chaz littlejohn,9325,,
"Cuban embargo was established in 1960!! There are people, both in the U.S. and Cuba, who were not even born when the embargo was placed. ",United States,273,256,http://twitter.com/GabriellaM92/statuses/545230016720941056,Polygon,"-105.3017759, 39.953552; -105.3017759, 40.094411; -105.183597, 40.094411; -105.183597, 39.953552",Boulder,CO,12/17/2014 14:52,1418827920,Gabriella,20081,,
"Chop chop! RT @AP: BREAKING: US officials: US to start talks with Cuba to normalize full diplomatic relations, open embassy. #VámonosPáCuba ",United States,5540,1525,http://twitter.com/bonnevivante/statuses/545230082394963968,Polygon,"-122.436232, 47.4953154; -122.436232, 47.734561; -122.2249728, 47.734561; -122.2249728, 47.4953154",Seattle,WA,12/17/2014 14:52,1418827920,myra kohn,47758,,
every day I wake up hoping to see @mcuban bought the @Redskins. still hasn't happened. #HopeSpringsEternal #FireDanSnyder #FireBruceAllen ,United States,747,1246,http://twitter.com/MauriceReeves/statuses/545230027189940224,Polygon,"-80.519851, 39.719801; -80.519851, 42.516072; -74.689517, 42.516072; -74.689517, 39.719801",Pennsylvania,US,12/17/2014 14:52,1418827920,Maurice Reeves,14057,,
"BREAKING: US officials: US to start talks with Cuba to normalize full diplomatic relations, open embassy. ",United States,550,2001,http://twitter.com/ambrose03/statuses/545230020994924544,Polygon,"-81.338145, 32.007509; -81.338145, 32.191443; -81.197739, 32.191443; -81.197739, 32.007509",Pooler,GA,12/17/2014 14:52,1418827920,WTOC Walter Ambrose,4743,,
"In time for stocking stuffers? RT @AP: US officials: US to start talks with Cuba to normalize full diplomatic relations, open embassy. ",United States,184,297,http://twitter.com/AndrewIsker/statuses/545230243263705088,Polygon,"-95.774704, 35.995476; -95.774704, 40.613641; -89.098843, 40.613641; -89.098843, 35.995476",Missouri,US,12/17/2014 14:53,1418827980,Andrew Isker ?,4494,,
The remaining Cuban 5 are being released!! This is huge! I am in tears. ,United States,273,256,http://twitter.com/GabriellaM92/statuses/545230675855818752,Polygon,"-105.3017759, 39.953552; -105.3017759, 40.094411; -105.183597, 40.094411; -105.183597, 39.953552",Boulder,CO,12/17/2014 14:54,1418828040,Gabriella,20082,,
AP sources: Surprise move by #Cuba could pave way to better ties with US (from @AP). #diplomacy http://t.co/Pna6q7mq2f ,United States,1010,1719,http://twitter.com/GabeBoehmerWF/statuses/545230624911417344,Polygon,"-122.514926, 37.708075; -122.514926, 37.833238; -122.357031, 37.833238; -122.357031, 37.708075",San Francisco,CA,12/17/2014 14:54,1418828040,Gabriel Boehmer,3265,http://m.apnews.com/ap/db_289563/contentdetail.htm?contentguid=Af5cVJWc,
"@BillyCorben Billy I love your work. But, please don't say #Obama is trying to free Cuba. Unless the Military is being scrambled. No Freedom ",United States,512,429,http://twitter.com/CarlosMarti36/statuses/545230534084165633,Polygon,"-80.3563536, 25.806057; -80.3563536, 25.9094066; -80.252971, 25.9094066; -80.252971, 25.806057",Hialeah,FL,12/17/2014 14:54,1418828040,Carlos Marti,3107,,
"December 17, 2014, I still have yet to be signed by a major league team despite being left handed and of Cuban descent. Unbelievable right? ",United States,302,235,http://twitter.com/CQGsp/statuses/545230484385853441,Polygon,"-80.526237, 25.440567; -80.526237, 25.5183308; -80.3779961, 25.5183308; -80.3779961, 25.440567",Homestead,FL,12/17/2014 14:54,1418828040,twatfag,45123,,
Meetings with coffee make me happy ?? #cubancoffee #capeassembly @ Cape Assembly http://t.co/fserq66sL7 ,United States,61,162,http://twitter.com/BlairAmberV/statuses/545230469324095488,Polygon,"-82.069567, 26.531814; -82.069567, 26.741146; -81.9041014, 26.741146; -81.9041014, 26.531814",Cape Coral,FL,12/17/2014 14:54,1418828040,Blair,716,http://instagram.com/p/wtj-d0F28D/,
@SMShow @RadioGuyChris Prisoner Allen Gross released from Cuban jail in exchange for @TedCruz13 after 5 yrs! ,United States,106,281,http://twitter.com/RobertWisneski/statuses/545230558113304576,Polygon,"-82.4815876, 40.0356167; -82.4815876, 40.1237771; -82.3337183, 40.1237771; -82.3337183, 40.0356167",Newark,OH,12/17/2014 14:54,1418828040,51W,2084,,
"Watching @ananavarro on @CNN now angry about how no member of congress was asked about the Cuba thing.   Um, because we wanted it to work? ",United States,24314,782,http://twitter.com/aboutrc/statuses/545230543684902912,Polygon,"-82.649284, 27.968367; -82.649284, 28.039978; -82.525493, 28.039978; -82.525493, 27.968367",Town 'n' Country,FL,12/17/2014 14:54,1418828040,RC Concepcion,19227,,
"US officials: US to start talks with Cuba to normalize full diplomatic relations, open embassy.@BN9 #cuba ",United States,333,283,http://twitter.com/TrevorPettiford/statuses/545230459547168768,Polygon,"-82.758209, 27.694323; -82.758209, 27.8971155; -82.587597, 27.8971155; -82.587597, 27.694323",St Petersburg,FL,12/17/2014 14:54,1418828040,Trevor Pettiford,410,,
Cuban cigars for all ,United States,350,1437,http://twitter.com/NaEgart67/statuses/545230615843729408,Polygon,"-85.651377, 38.306499; -85.651377, 38.37368; -85.525278, 38.37368; -85.525278, 38.306499",Prospect,KY,12/17/2014 14:54,1418828040,Nicholas Egart,11938,,
Libre!! “@CelesteKatzNYC: #Cuba http://t.co/TxwxYYvqcW” ,United States,5527,2206,http://twitter.com/noneck/statuses/545230894769135616,Polygon,"-73.996825, 40.733973; -73.996825, 40.744796; -73.983371, 40.744796; -73.983371, 40.733973",Flatiron,Manhattan,12/17/2014 14:55,1418828100,noel hidalgo,30021,http://twitter.com/CelesteKatzNYC/status/545228415977414656/photo/1,
BREAKING NEWS: Md. Businessman Released After 5 Years in Cuban Prison: According to sources with the Associated… http://t.co/TB5yDMkRjr ,United States,2474,11,http://twitter.com/BaltimoreCP/statuses/545230829446627328,Polygon,"-76.711517, 39.197211; -76.711517, 39.372215; -76.529388, 39.372215; -76.529388, 39.197211",Baltimore,MD,12/17/2014 14:55,1418828100,Baltimore CP,151284,http://baltimore.cityandpress.com/node/8838746?utm_source=dlvr.it&utm_medium=twitter,
"Delighted to hear #AlanGross has been released. Jailed for seeking to help the Jews of #Cuba, proof positive of evil nature of Cuban gov. ",United States,375,731,http://twitter.com/GardnerTVFTW/statuses/545231009185550337,Polygon,"-71.134552, 42.3727525; -71.134552, 42.418052; -71.072892, 42.418052; -71.072892, 42.3727525",Somerville,MA,12/17/2014 14:56,1418828160,Philip A. Gardner,3802,,
A. Navarro @cnn defended the continued ban on US travel to Cuba by highlighting how easy it is to just go there illegally. Interesting logic ,United States,509,473,http://twitter.com/cmoraff/statuses/545231004773130241,Polygon,"-75.280284, 39.871811; -75.280284, 40.13792; -74.955712, 40.13792; -74.955712, 39.871811",Philadelphia,PA,12/17/2014 14:56,1418828160,Christopher Moraff,15926,,
"Obama Administration's new low, #Cuba prisoner swap coupled w/potential economic sanctions-easing concessions w/a state sponsor of terror ",United States,952,991,http://twitter.com/JasonPoblete/statuses/545231155411558400,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 14:56,1418828160,jasonpoblete,9613,,
"#Obama podras hacer todas las concesiones al regimen asesino #Cuba pero este no cambiara, solo harias mas larga la agonia de los cubanos! ",United States,2351,2265,http://twitter.com/Lori759/statuses/545231116220006401,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 14:56,1418828160,Lori Diaz,34915,,
“@TatianaKing: Per CNBC: US to lift money transfer and travel restrictions from Cuba. Embargo officially over.” @jeckley ,United States,868,1040,http://twitter.com/JustToiaya/statuses/545231003619696641,Polygon,"-82.369079, 27.755502; -82.369079, 27.899232; -82.2443655, 27.899232; -82.2443655, 27.755502",Riverview,FL,12/17/2014 14:56,1418828160,Bitsy Cooper,31265,,
American Alan Gross is released from Cuba after 5 years of prison. #ThanksObama ,United States,791,405,http://twitter.com/david_sote/statuses/545230942793506816,Polygon,"-97.966318, 38.02387; -97.966318, 38.108414; -97.849296, 38.108414; -97.849296, 38.02387",Hutchinson,KS,12/17/2014 14:56,1418828160,Dave Sotelo,18640,,
"“@AP: BREAKING: US officials: US to start talks with Cuba to normalize full diplomatic relations, open embassy.” @dansantos5 @L3Beaney ???? ",United States,287,404,http://twitter.com/MattJohnson621/statuses/545231210327572480,Polygon,"-73.727776, 40.950918; -73.727776, 42.050588; -71.786994, 42.050588; -71.786994, 40.950918",Connecticut,US,12/17/2014 14:57,1418828220,Matt Johnson,13931,,
"“@AP: BREAKING: US officials: US to start talks with Cuba to normalize full diplomatic relations, open embassy.” Wow! ",United States,349,753,http://twitter.com/evansegerman/statuses/545231324328763393,Polygon,"-74.026675, 40.683935; -74.026675, 40.877483; -73.910408, 40.877483; -73.910408, 40.683935",Manhattan,NY,12/17/2014 14:57,1418828220,Evvy Segs,4656,,
Absolutely incredible news with US/Cuba relations today. Presidents @BarackObama &amp; Raul #Castro to address their nations at noon. #historic ,United States,1248,1217,http://twitter.com/PhillyNewsGuy/statuses/545231439437234176,Polygon,"-75.280284, 39.871811; -75.280284, 40.13792; -74.955712, 40.13792; -74.955712, 39.871811",Philadelphia,PA,12/17/2014 14:57,1418828220,Joshua Crompton,15200,,
What with their rum and lackadaisical communism and all RT @attackerman: But the Cubans will KILL US ALL ,United States,1601,895,http://twitter.com/timkrepp/statuses/545231287121096705,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 14:57,1418828220,Tim Krepp,27655,,
I guess infiltrating Cuba's hip-hop scene didn't pan out? ,United States,11516,983,http://twitter.com/johnson/statuses/545231210063351808,Polygon,"-77.119401, 38.801826; -77.119401, 38.9953797; -76.909396, 38.9953797; -76.909396, 38.801826",Washington,DC,12/17/2014 14:57,1418828220,Luke Johnson,23600,,
Happy to hear the U.S. and Cuba will establish diplomatic relations. Our Cold War policy and boycott have not worked.Time for a new approach ,United States,620,1029,http://twitter.com/dshank92/statuses/545231295119638528,Polygon,"-79.8680548, 40.3568945; -79.8680548, 40.388799; -79.8361652, 40.388799; -79.8361652, 40.3568945",Duquesne,PA,12/17/2014 14:57,1418828220,darrin shank,55278,,
.@ananavarro &lt;&lt; not happy. says she will never ever go back to Cuba. Who cares. There is more to Cuba than her ass. @CNN ,United States,3775,3040,http://twitter.com/AVD911/statuses/545231203205644289,Polygon,"-83.319904, 42.442178; -83.319904, 42.517441; -83.200639, 42.517441; -83.200639, 42.442178",Southfield,MI,12/17/2014 14:57,1418828220,AAmom,60850,,
American Alan Gross Released By Cuban Government | Talk Radio News Service http://t.co/kF8zmc0cLF ,United States,174,109,http://twitter.com/TheNickSalazar/statuses/545231462723616768,Polygon,"-106.7916912, 35.0158912; -106.7916912, 35.218114; -106.473745, 35.218114; -106.473745, 35.0158912",Albuquerque,NM,12/17/2014 14:58,1418828280,Nicholas Salazar,26896,http://www.talkradionews.com/top-stories/2014/12/17/american-alan-gross-released-cuban-government.html#.VJGZ4XRgDGs,
"I imagine Cuba and Puerto Rico solar, wind &amp; water powered #Islandsofinnovation.@BarackObama #Legacy @JeffImmelt @SquawkStreet #leadership ",United States,706,1356,http://twitter.com/1nysportsfan/statuses/545231461256024064,Polygon,"-73.039115, 40.837693; -73.039115, 40.921065; -72.972416, 40.921065; -72.972416, 40.837693",Coram,NY,12/17/2014 14:58,1418828280,Peter Rivera,16173,,
You know what that means....Cuban cigars galore! ,United States,88,183,http://twitter.com/YitzchakGross/statuses/545231508420976641,Polygon,"-73.962582, 40.541722; -73.962582, 40.8000371; -73.699793, 40.8000371; -73.699793, 40.541722",Queens,NY,12/17/2014 14:58,1418828280,Yitz Gross,3382,,
"Okay Cuba, let's talk. Soon this day will end up a holiday. ",United States,109,104,http://twitter.com/stormyt0014/statuses/545231633784516608,Polygon,"-77.990547, 35.682149; -77.990547, 35.7952073; -77.872166, 35.7952073; -77.872166, 35.682149",Wilson,NC,12/17/2014 14:58,1418828280,Stormy Plute,7319,,
"@BillyCorben No it hasn't. But, it's a shame we haven't gone in there and liberated that country. It wouldn't take too much effort.#FreeCuba ",United States,512,429,http://twitter.com/CarlosMarti36/statuses/545231604831232000,Polygon,"-80.3563536, 25.806057; -80.3563536, 25.9094066; -80.252971, 25.9094066; -80.252971, 25.806057",Hialeah,FL,12/17/2014 14:58,1418828280,Carlos Marti,3108,,
@morningmoneyben I care that Cuba is a human rights nightmare and Ostupid is giving that asshole the time of day. @NoahCRothman ,United States,1652,1917,http://twitter.com/Karey1975/statuses/545231485994024962,Polygon,"-87.634643, 24.396308; -87.634643, 31.001056; -79.974307, 31.001056; -79.974307, 24.396308",Florida,US,12/17/2014 14:58,1418828280,Karey Jackson,24850,,
Whoa about the US and Cuba developments. ,United States,779,842,http://twitter.com/JoeAlv/statuses/545231466578202624,Polygon,"-93.329148, 44.889964; -93.329148, 45.051257; -93.194578, 45.051257; -93.194578, 44.889964",Minneapolis,MN,12/17/2014 14:58,1418828280,Joe Alv,49173,,
#Obama hace concesiones al regimen asesino #Cuba en momentos que se vuelve mas represiva la tirania! ,United States,2351,2265,http://twitter.com/Lori759/statuses/545231735022432257,Polygon,"-80.321683, 25.7090404; -80.321683, 25.855667; -80.144974, 25.855667; -80.144974, 25.7090404",Miami,FL,12/17/2014 14:59,1418828340,Lori Diaz,34918,,
"@BarackObama expected to announce sweeping efforts to normalize US/Cuban relations, increasing diplomatic conversation. #Cuba ",United States,260,546,http://twitter.com/DanDel1989/statuses/545231837556375552,Polygon,"-81.2445014, 28.489488; -81.2445014, 28.568794; -81.1256316, 28.568794; -81.1256316, 28.489488",Alafaya,FL,12/17/2014 14:59,1418828340,Daniel Delgado,4684,,
"People making huge deal abt political risk of normalizing ties w/Cuba, but that ignores how much SFla Cuban community has changed ",United States,1176,1142,http://twitter.com/azirulnick/statuses/545231869290479616,Polygon,"-84.5129821, 33.5933183; -84.5129821, 33.669237; -84.427795, 33.669237; -84.427795, 33.5933183",College Park,GA,12/17/2014 14:59,1418828340,Ariel Zirulnick,7788,,
